,district,home_size,home_price
5278,بدر,299,900000
5279,الملقا,600,6500000
5280,الرمال,375,1970000
5281,القيروان,260,2000000
5282,عكاظ,300,1000000
5283,طويق,375,1350000
5284,الرمال,300,1630000
5285,الدولي,300,1250000
5286,الرمال,245,1250000
5287,العارض,350,2300000
5288,العزيزية,312,1300000
5289,نمار,225,1400000
5290,طويق,300,1100000
5291,الملقا,540,5350000
5292,طويق,370,1200000
5293,لبن,252,1500000
5294,القادسية,360,1700000
5295,بدر,225,880000
5296,الرمال,300,1350000
5297,الرفيعة,1800,15000000
5298,المصيف,360,1900000
5299,الحزم,281,1140000
5300,طويق,220,1050000
5301,الرمال,284,1670000
5302,نمار,300,1350000
5303,اشبيلية,451,2300000
5304,الرمال,228,1470000
5305,طيبة,277,800000
5306,بدر,312,1000000
5307,لبن,450,1650000
5308,الرمال,200,1220000
5309,طويق,240,1300000
5310,العزيزية,250,930000
5311,طويق,400,980000
5312,المونسية,412,2200000
5313,النرجس,225,2200000
5314,الغربي,875,1800000
5315,طويق,360,1450000
5316,العزيزية,275,1250000
5317,طويق,400,1250000
5318,لبن,200,1300000
5319,الرمال,300,1350000
5320,طويق,250,1250000
5321,طويق,411,1600000
5322,بدر,320,1200000
5323,طيبة,350,1100000
5324,طيبة,478,1190000
5325,المهدية,375,2200000
5326,بدر,300,1070000
5327,طويق,300,1150000
5328,الحزم,250,1000000
5329,طويق,400,700000
5330,طويق,450,2000000
5331,الرمال,240,1170000
5332,طويق,300,1300000
5333,العارض,220,2100000
5334,طويق,200,1100000
5335,طويق,300,1300000
5336,العزيزية,600,1650000
5337,نمار,316,1500000
5338,المهدية,250,1550000
5339,المهدية,200,1450000
5340,الملقا,405,4500000
5341,الرمال,300,1350000
5342,الرمال,300,1400000
5343,عتيقة,294,350000
5344,النرجس,500,5200000
5345,الشفا,312,1200000
5346,البيضاء,228,950000
5347,النرجس,312,2900000
5348,العارض,392,2900000
5349,المهدية,200,1300000
5350,طويق,300,1200000
5351,طويق,250,1130000
5352,المهدية,481,2000000
5353,المهدية,200,1350000
5354,طويق,200,1200000
5355,الرمال,302,1650000
5356,طويق,450,2100000
5357,الوسطى,200,1050000
5358,المعيزيلة,233,1600000
5359,الحزم,360,1400000
5360,البيضاء,277,800000
5361,طويق,300,1200000
5362,الرفيعة,1800,15000000
5363,طويق,300,1220000
5364,المهدية,200,1000000
5365,طويق,300,1150000
5366,بدر,300,1070000
5367,المعيزيلة,347,1750000
5368,عكاظ,300,950000
5369,المهدية,200,1200000
5370,العزيزية,200,840000
5371,الغربي,500,1100000
5372,البيضاء,254,1000000
5373,عرقة,450,3600000
5374,الزهرة,500,1300000
5375,المروة,418,1550000
5376,نمار,351,1550000
5377,البيضاء,283,890000
5378,طويق,300,1250000
5379,طويق,250,1270000
5380,الرمال,300,1600000
5381,بدر,312,1100000
5382,طويق,300,1200000
5383,الحمراء,1500,5800000
5384,الرمال,300,1350000
5385,الملقا,405,4500000
5386,المونسية,502,2400000
5387,المهدية,360,1350000
5388,الرمال,300,1250000
5389,طويق,322,1300000
5390,النرجس,308,2200000
5391,طويق,375,1100000
5392,النرجس,300,2200000
5393,الحزم,360,1400000
5394,المونسية,270,2200000
5395,المهدية,450,2500000
5396,النرجس,560,3350000
5397,طويق,375,1280000
5398,الربيع,223,2000000
5399,المونسية,250,2000000
5400,طويق,270,1300000
5401,البيضاء,600,1600000
5402,طويق,300,1200000
5403,البديعة,500,1050000
5404,طويق,360,1500000
5405,البيضاء,240,830000
5406,لبن,200,1300000
5407,الرمال,300,1350000
5408,عكاظ,319,1250000
5409,بدر,300,980000
5410,الرمال,360,1430000
5411,طويق,250,1200000
5412,بدر,312,950000
5413,لبن,400,1950000
5414,طويق,225,1120000
5415,طويق,360,1450000
5416,عكاظ,300,1000000
5417,الدولي,246,1170000
5418,عكاظ,300,950000
5419,طويق,200,1200000
5420,الغربي,312,1250000
5421,البيضاء,225,800000
5422,القادسية,375,1650000
5423,الرمال,300,1450000
5424,الرمال,330,1650000
5425,عكاظ,422,1120000
5426,النرجس,480,3200000
5427,الرمال,300,1350000
5428,طويق,300,1220000
5429,اليرموك,500,2600000
5430,عكاظ,300,960000
5431,طويق,200,1000000
5432,بدر,338,900000
5433,نمار,450,2000000
5434,عكاظ,300,1180000
5435,الحزم,325,750000
5436,نمار,375,1750000
5437,طويق,300,1140000
5438,طويق,200,940000
5439,المونسية,240,1750000
5440,طيبة,220,820000
5441,الدولي,300,1300000
5442,عكاظ,300,1030000
5443,اليرموك,400,1900000
5444,الغربية,400,1150000
5445,البيضاء,375,700000
5446,المهدية,200,1300000
5447,الوسطى,200,1040000
5448,النرجس,225,1800000
5449,الرفيعة,1800,15000000
5450,طويق,300,1220000
5451,القادسية,486,2500000
5452,الرمال,315,1230000
5453,طويق,375,1180000
5454,الحزم,236,1300000
5455,الغربي,507,1750000
5456,النرجس,500,5400000
5457,اليمامة,300,800000
5458,عكاظ,300,1155000
5459,اليرموك,200,1500000
5460,الرمال,390,1700000
5461,البيضاء,240,760000
5462,المونسية,200,1650000
5463,البديعة,316,1400000
5464,الحمراء,1237,6000000
5465,الياسمين,312,3000000
5466,اشبيلية,500,3000000
5467,نمار,300,1250000
5468,الوسطى,200,1000000
5469,بدر,320,1200000
5470,الرمال,300,1350000
5471,طويق,300,1220000
5472,المهدية,288,1600000
5473,الربوة,700,4000000
5474,الدولي,250,1180000
5475,طويق,375,1050000
5476,الحمراء,1000,5200000
5477,العزيزية,280,850000
5478,الصحافة,300,3200000
5479,طويق,475,1550000
5480,طويق,300,1200000
5481,الرمال,400,1600000
5482,البيضاء,395,1050000
5483,المونسية,300,1950000
5484,المهدية,200,1300000
5485,الحزم,250,1000000
5486,طويق,300,950000
5487,طويق,250,1300000
5488,بدر,230,850000
5489,اليرموك,875,5000000
5490,طويق,300,1220000
5491,الرفيعة,1800,15000000
5492,طويق,300,1200000
5493,الرمال,475,1950000
5494,طويق,220,1120000
5495,الرمال,300,1340000
5496,النرجس,225,2250000
5497,لبن,200,1150000
5498,بدر,330,1150000
5499,طويق,200,880000
5500,الشرق,437,1750000
5501,النفل,315,2400000
5502,طويق,230,1000000
5503,النرجس,300,2700000
5504,طويق,750,2000000
5505,العارض,270,2250000
5506,الجنادرية,270,1350000
5507,الملقا,625,6000000
5508,طويق,375,1500000
5509,النرجس,312,2900000
5510,النفل,315,2400000
5511,الرمال,300,1350000
5512,الرفيعة,1800,15000000
5513,الرمال,312,1850000
5514,الغربية,200,950000
5515,القادسية,275,1340000
5516,الرمال,300,1500000
5517,الرمال,378,1550000
5518,الرمال,300,1380000
5519,البيضاء,240,1000000
5520,الوسطى,200,1000000
5521,طويق,250,1150000
5522,بدر,275,900000
5523,المونسية,384,2000000
5524,حطين,500,5000000
5525,طويق,360,1480000
5526,طويق,360,1450000
5527,عكاظ,305,1050000
5528,الرمال,312,1850000
5529,الحزم,300,1250000
5530,طويق,300,1200000
5531,عكاظ,300,1070000
5532,العزيزية,278,1130000
5533,طويق,300,1220000
5534,لبن,200,1300000
5535,اليرموك,400,2200000
5536,طويق,200,950000
5537,طويق,412,1250000
5538,الرمال,289,1580000
5539,البيضاء,360,960000
5540,بدر,240,1000000
5541,الملقا,3631,25000000
5542,النرجس,600,5500000
5543,المهدية,300,1400000
5544,الرمال,300,1500000
5545,طويق,300,1180000
5546,الشفا,300,595000
5547,المونسية,587,3000000
5548,طويق,360,1050000
5549,طويق,375,1550000
5550,الجنادرية,300,1420000
5551,الرمال,284,1300000
5552,طويق,300,1250000
5553,الملقا,800,8000000
5554,المونسية,210,1600000
5555,الرمال,300,1350000
5556,طويق,300,1220000
5557,طويق,375,1300000
5558,بدر,275,900000
5559,اليرموك,422,2950000
5560,طويق,365,1170000
5561,النرجس,312,2550000
5562,الحمراء,618,3300000
5563,النرجس,420,4100000
5564,النرجس,312,3000000
5565,العزيزية,250,580000
5566,العارض,190,1600000
5567,طويق,390,1650000
5568,الملقا,600,7500000
5569,الرمال,360,1450000
5570,طيبة,280,920000
5571,عكاظ,210,900000
5572,طويق,200,950000
5573,العارض,300,2200000
5574,طويق,375,1630000
5575,عكاظ,300,700000
5576,الرمال,300,1300000
5577,الرمال,300,1350000
5578,طويق,300,1220000
5579,عكاظ,325,1100000
5580,الحمراء,500,2500000
5581,الاندلس,900,5000000
5582,المهدية,200,1400000
5583,الزهرة,400,900000
5584,العزيزية,230,850000
5585,فيصل,700,2400000
5586,طويق,200,1070000
5587,النرجس,312,3000000
5588,الغربية,400,750000
5589,بدر,230,850000
5590,البيضاء,296,900000
5591,بدر,390,1250000
5592,النرجس,312,3150000
5593,طويق,405,1230000
5594,طويق,300,1250000
5595,طويق,220,1130000
5596,الرمال,305,1200000
5597,طويق,240,1300000
5598,طويق,375,1200000
5599,الملقا,405,4500000
5600,الرفيعة,1800,15000000
5601,المونسية,312,2100000
5602,اليرموك,322,2300000
5603,طويق,656,2300000
5604,المونسية,266,1900000
5605,طويق,300,1200000
5606,عكاظ,324,1096000
5607,العارض,200,1900000
5608,المونسية,300,1900000
5609,طويق,200,940000
5610,طويق,240,1100000
5611,الشرق,360,1200000
5612,بدر,900,1600000
5613,الحمراء,618,4500000
5614,طويق,300,1250000
5615,الخليج,364,1300000
5616,طويق,450,1350000
5617,طويق,300,1200000
5618,البيضاء,330,700000
5619,طويق,250,1150000
5620,طويق,300,1220000
5621,لبن,200,1300000
5622,الغربي,437,1700000
5623,المهدية,465,2150000
5624,النرجس,260,2200000
5625,طويق,240,1000000
5626,طويق,365,1150000
5627,طويق,390,1500000
5628,الشرقي,460,1400000
5629,لبن,500,2000000
5630,المونسية,354,1750000
5631,طويق,300,1250000
5632,الرمال,300,1320000
5633,عكاظ,325,1095000
5634,طيبة,305,900000
5635,المونسية,360,2000000
5636,الاندلس,510,2500000
5637,عكاظ,240,1070000
5638,النهضة,750,2300000
5639,لبن,360,1800000
5640,العارض,15000,75000000
5641,قرطبة,420,3300000
5642,الملقا,405,4500000
5643,لبن,200,1300000
5644,المهدية,200,1250000
5645,الغدير,1144,6800000
5646,طويق,300,1250000
5647,البيان,300,1150000
5648,الحزم,330,1450000
5649,حطين,562,6600000
5650,طويق,270,1300000
5651,المهدية,450,3500000
5652,الرمال,288,1300000
5653,طويق,250,1150000
5654,الحزم,300,1250000
5655,عكاظ,420,1250000
5656,المهدية,200,1400000
5657,النرجس,300,2500000
5658,طويق,300,1150000
5659,طويق,300,1140000
5660,لبن,200,1150000
5661,الغربي,336,1050000
5662,طيبة,273,900000
5663,المونسية,312,1650000
5664,طويق,300,1220000
5665,الرفيعة,1800,15000000
5666,الملقا,1050,13000000
5667,العزيزية,360,1200000
5668,بدر,362,1500000
5669,الملقا,410,4500000
5670,المهدية,600,4000000
5671,طويق,200,950000
5672,طويق,255,1250000
5673,الرمال,305,1380000
5674,الرمال,244,1150000
5675,الرمال,420,1650000
5676,المونسية,300,2200000
5677,طويق,300,1200000
5678,لبن,360,1900000
5679,طويق,420,1150000
5680,العزيزية,200,830000
5681,الياسمين,375,3800000
5682,النرجس,325,3100000
5683,طويق,200,950000
5684,طويق,360,1100000
5685,عكاظ,360,1300000
5686,الرمال,300,1350000
5687,طويق,300,1220000
5688,الرمال,250,1200000
5689,عكاظ,300,1300000
5690,النرجس,707,8000000
5691,النظيم,375,1450000
5692,نمار,450,2000000
5693,البيضاء,250,880000
5694,المهدية,200,1270000
5695,طويق,200,900000
5696,الرمال,397,1730000
5697,عكاظ,326,1100000
5698,طويق,300,1180000
5699,طويق,360,1450000
5700,العارض,250,2200000
5701,بدر,250,920000
5702,البيضاء,360,970000
5703,لبن,200,1250000
5704,بدر,280,840000
5705,الملقا,600,7000000
5706,الغربي,625,1700000
5707,طويق,300,1150000
5708,طويق,300,1220000
5709,لبن,200,1300000
5710,البيضاء,375,1100000
5711,طويق,400,1100000
5712,المونسية,240,2000000
5713,طويق,375,1500000
5714,النرجس,312,3000000
5715,النفل,400,2500000
5716,عكاظ,375,1400000
5717,الروابي,250,1200000
5718,طويق,360,1450000
5719,الرمال,285,1270000
5720,الياسمين,375,3900000
5721,الخليج,560,1250000
5722,القيروان,256,2000000
5723,طويق,200,930000
5724,طيبة,350,880000
5725,اشبيلية,475,3700000
5726,الغربية,200,900000
5727,الملقا,362,4500000
5728,النرجس,312,2500000
5729,نمار,450,2000000
5730,لبن,200,1300000
5731,الملقا,405,4500000
5732,الرمال,405,2000000
5733,الرمال,312,1480000
5734,الرمال,300,1450000
5735,عكاظ,300,1300000
5736,حطين,412,4500000
5737,الشفا,276,1080000
5738,المونسية,252,2000000
5739,طويق,400,780000
5740,المهدية,200,1250000
5741,المهدية,450,2700000
5742,القادسية,405,2050000
5743,بدر,310,1300000
5744,الملقا,699,8000000
5745,طويق,365,1600000
5746,نمار,300,1170000
5747,الحزم,270,1020000
5748,العارض,205,2000000
5749,الجنادرية,300,1400000
5750,طويق,390,1680000
5751,طويق,328,1300000
5752,طويق,300,1220000
5753,الملقا,405,4500000
5754,الرمال,320,1700000
5755,طويق,390,1200000
5756,الدولي,360,1800000
5757,عكاظ,325,1350000
5758,البيضاء,600,1000000
5759,الدولي,300,2600000
5760,عكاظ,300,1500000
5761,العارض,324,2100000
5762,الحزم,375,1450000
5763,الملقا,850,5000000
5764,البيضاء,262,850000
5765,الرمال,317,1700000
5766,العزيزية,375,1230000
5767,النخيل,312,4500000
5768,الملقا,700,7300000
5769,طويق,375,1150000
5770,الرمال,300,1350000
5771,الياسمين,375,4000000
5772,سلطانة,345,1000000
5773,الرفيعة,1800,15000000
5774,الملقا,405,4500000
5775,الرمال,375,1750000
5776,لبن,250,1300000
5777,الملقا,450,4500000
5778,بدر,360,1150000
5779,النرجس,220,2000000
5780,الرمال,360,1600000
5781,حطين,2280,15000000
5782,الرمال,250,1200000
5783,الدولي,350,2000000
5784,المونسية,240,1700000
5785,السلام,312,1600000
5786,الزهرة,290,1600000
5787,لبن,200,1180000
5788,طويق,400,1160000
5789,العارض,210,1900000
5790,النرجس,312,2800000
5791,الملقا,360,4100000
5792,طيبة,340,870000
5793,الملقا,405,4500000
5794,لبن,200,1300000
5795,النهضة,782,2200000
5796,المونسية,486,2400000
5797,طيبة,230,790000
5798,طويق,250,1100000
5799,الرمال,300,1400000
5800,لبن,252,1530000
5801,الرمال,300,1350000
5802,المونسية,288,2200000
5803,طويق,375,1200000
5804,بدر,330,1100000
5805,الرمال,300,1300000
5806,الريان,1241,6200000
5807,القادسية,325,1500000
5808,طويق,220,1100000
5809,بدر,250,950000
5810,طويق,375,1700000
5811,طويق,300,1170000
5812,طويق,300,1200000
5813,عكاظ,303,1040000
5814,العارض,200,2000000
5815,الرمال,300,1350000
5816,الملقا,405,4500000
5817,عكاظ,314,1080000
5818,العليا,676,1800000
5819,طويق,300,1300000
5820,العارض,360,2600000
5821,طويق,250,1220000
5822,الرمال,360,1950000
5823,البيضاء,315,950000
5824,البيضاء,230,830000
5825,اليرموك,450,2300000
5826,عكاظ,326,1096000
5827,طويق,200,930000
5828,الشرق,360,1750000
5829,الحزم,250,940000
5830,العزيزية,360,1300000
5831,العزيزية,362,1150000
5832,عكاظ,300,1120000
5833,طويق,370,1120000
5834,طويق,300,1200000
5835,العزيزية,390,1400000
5836,الرفيعة,1800,15000000
5837,الرمال,300,1350000
5838,الجنادرية,252,1100000
5839,المهدية,220,1500000
5840,طويق,300,1250000
5841,نمار,450,2000000
5842,طويق,300,1180000
5843,عكاظ,300,1080000
5844,طويق,375,1600000
5845,الملقا,411,4400000
5846,طويق,360,1500000
5847,الملز,312,1500000
5848,التعاون,750,6000000
5849,طويق,375,1550000
5850,الرمال,360,1560000
5851,النرجس,550,3000000
5852,الشرق,360,1200000
5853,طويق,300,1200000
5854,الغربية,200,1000000
5855,النرجس,300,2550000
5856,طويق,579,2000000
5857,الملقا,600,7000000
5858,الملقا,405,4500000
5859,لبن,200,1300000
5860,طيبة,246,840000
5861,الورود,1020,4590000
5862,طويق,250,1250000
5863,القادسية,300,1450000
5864,الرمال,396,1700000
5865,المهدية,462,2500000
5866,عكاظ,255,920000
5867,العزيزية,230,840000
5868,عكاظ,350,1400000
5869,عكاظ,300,1070000
5870,طويق,200,970000
5871,لبن,360,1850000
5872,النرجس,305,2600000
5873,الرمال,300,1400000
5874,الرمال,414,1650000
5875,السعادة,375,1850000
5876,طويق,250,1170000
5877,عكاظ,360,795000
5878,عكاظ,405,1330000
5879,لبن,200,1000000
5880,الرفيعة,1800,15000000
5881,الرمال,300,1350000
5882,عكاظ,325,1100000
5883,الرمال,250,1170000
5884,السويدي,575,1000000
5885,المهدية,200,1400000
5886,البيضاء,275,1180000
5887,النرجس,420,3700000
5888,بدر,360,950000
5889,اشبيلية,280,2050000
5890,النرجس,225,1800000
5891,الزهرة,187,800000
5892,النرجس,250,2200000
5893,حطين,900,5000000
5894,طويق,300,1200000
5895,العليا,1110,4473100
5896,الملقا,529,4000000
5897,الرمال,375,1500000
5898,البيضاء,450,850000
5899,اشبيلية,900,4000000
5900,طويق,250,1100000
5901,طويق,200,980000
5902,الرفيعة,1800,15000000
5903,طويق,300,1220000
5904,المونسية,231,1600000
5905,بدر,420,1250000
5906,طويق,220,950000
5907,المهدية,200,1250000
5908,الغربي,312,1350000
5909,الرمال,458,2170000
5910,بدر,444,1100000
5911,طويق,200,950000
5912,طويق,200,1000000
5913,الغدير,435,4100000
5914,الملقا,320,3500000
5915,عكاظ,300,1280000
5916,طويق,255,1250000
5917,ديراب,625,800000
5918,المهدية,200,1300000
5919,طويق,300,1250000
5920,السويدي,230,830000
5921,المهدية,200,1250000
5922,المهدية,200,1400000
5923,طويق,250,1150000
5924,الرمال,300,1350000
5925,الملقا,405,4500000
5926,طويق,320,1150000
5927,لبن,360,1700000
5928,طويق,200,900000
5929,النرجس,342,2600000
5930,الرمال,246,1140000
5931,طويق,200,920000
5932,البيضاء,250,870000
5933,طويق,270,950000
5934,المهدية,300,1350000
5935,المونسية,350,1950000
5936,بدر,315,980000
5937,المهدية,200,1300000
5938,طويق,250,1150000
5939,طويق,270,950000
5940,الخليج,350,1800000
5941,الملقا,420,5200000
5942,النرجس,260,3000000
5943,الرمال,300,1400000
5944,الريان,1011,4000000
5945,العارض,216,1650000
5946,لبن,200,1300000
5947,الملقا,405,4500000
5948,النرجس,250,2650000
5949,الرمال,375,1900000
5950,عكاظ,360,1300000
5951,النزهة,675,3800000
5952,النرجس,442,3200000
5953,لبن,121,430000
5954,بدر,343,880000
5955,القادسية,500,3000000
5956,النرجس,266,2400000
5957,المونسية,375,2250000
5958,بدر,407,960000
5959,طويق,200,1030000
5960,طويق,375,1600000
5961,العارض,270,2350000
5962,بدر,320,1200000
5963,الوسطى,200,1000000
5964,طويق,390,1700000
5965,الرمال,285,1300000
5966,طويق,200,950000
5967,لبن,360,1680000
5968,لبن,200,1300000
5969,طويق,300,1220000
5970,الرمال,300,1350000
5971,المهدية,200,1250000
5972,النرجس,312,3000000
5973,العليا,434,1300000
5974,الرمال,240,1240000
5975,النرجس,533,5000000
5976,السليمانية,300,2500000
5977,الرمال,222,1260000
5978,طويق,250,1100000
5979,البيان,300,1400000
5980,اليرموك,337,1750000
5981,البيضاء,250,520000
5982,النرجس,300,2500000
5983,العليا,670,3000000
5984,الشرق,420,1600000
5985,الزهرة,500,1200000
5986,المونسية,300,1950000
5987,المهدية,450,3200000
5988,بدر,250,1300000
5989,طويق,300,1200000
5990,الملقا,405,4500000
5991,الرفيعة,1800,15000000
5992,الرمال,300,1420000
5993,طويق,250,1150000
5994,الشفا,325,1080000
5995,الرمال,360,1700000
5996,الملقا,450,4850000
5997,طويق,270,1300000
5998,الوسطى,400,750000
5999,عكاظ,310,980000
6000,طويق,300,1100000
6001,المونسية,240,1800000
6002,بدر,383,1100000
6003,الحزم,360,1500000
6004,المونسية,210,1850000
6005,عكاظ,383,1300000
6006,الدريهمية,312,1250000
6007,الملقا,375,4600000
6008,طويق,250,1050000
6009,طيبة,350,1100000
6010,العزيزية,360,1350000
6011,طويق,200,970000
6012,الملقا,405,4500000
6013,الرمال,300,1350000
6014,القادسية,384,1750000
6015,المونسية,250,1650000
6016,الشرق,312,1450000
6017,الياسمين,600,3000000
6018,بدر,300,900000
6019,الملقا,600,5400000
6020,القادسية,275,1500000
6021,عكاظ,300,980000
6022,المهدية,462,2200000
6023,النرجس,336,3000000
6024,الخليج,390,1800000
6025,الخليج,2500,7500000
6026,عكاظ,300,1000000
6027,النرجس,225,2050000
6028,شبرا,202,1250000
6029,الرمال,300,1400000
6030,الرمال,330,1450000
6031,طويق,240,1050000
6032,طويق,375,1050000
6033,طويق,375,1300000
6034,لبن,200,1300000
6035,طويق,300,1220000
6036,عكاظ,234,1080000
6037,طويق,292,1400000
6038,عكاظ,324,1220000
6039,طويق,200,950000
6040,بدر,278,1000000
6041,العارض,304,2500000
6042,الدولي,312,1380000
6043,نمار,450,2000000
6044,العزيزية,250,950000
6045,الرحمانية,507,6000000
6046,طويق,200,1280000
6047,طويق,400,1600000
6048,العزيزية,200,820000
6049,الحمراء,1000,5600000
6050,العزيزية,250,860000
6051,السويدي,624,900000
6052,اشبيلية,267,1650000
6053,المهدية,200,1400000
6054,الرفيعة,1800,15000000
6055,لبن,200,1300000
6056,قرطبة,420,3600000
6057,طويق,360,1500000
6058,طويق,220,1150000
6059,العارض,234,2300000
6060,النرجس,370,2700000
6061,طويق,375,1150000
6062,الرمال,375,1960000
6063,المهدية,240,1500000
6064,بدر,225,830000
6065,طويق,225,1300000
6066,الرمال,240,1070000
6067,بدر,275,900000
6068,طويق,300,1130000
6069,الوسطى,200,1000000
6070,طويق,330,1250000
6071,طويق,375,160000
6072,المهدية,270,1500000
6073,طويق,240,1000000
6074,الملقا,200,2300000
6075,طويق,220,980000
6076,الرفيعة,1800,15000000
6077,طويق,300,1220000
6078,طويق,360,1550000
6079,الغربي,200,1000000
6080,الربوة,500,1900000
6081,بدر,300,980000
6082,المونسية,700,3000000
6083,المهدية,450,2800000
6084,المهدية,200,1200000
6085,طويق,360,1600000
6086,عكاظ,325,1100000
6087,الدولي,300,1280000
6088,طيبة,300,650000
6089,البيضاء,225,890000
6090,طويق,300,1200000
6091,النرجس,300,2650000
6092,بدر,330,1050000
6093,النرجس,324,2700000
6094,بدر,274,1100000
6095,ثليم,103,140000
6096,طويق,375,1280000
6097,الاندلس,750,2700000
6098,الرفيعة,1800,15000000
6099,طويق,300,1220000
6100,الاندلس,900,4700000
6101,المونسية,266,1900000
6102,طيبة,209,780000
6103,البيضاء,230,790000
6104,الدين,670,4200000
6105,حطين,600,6000000
6106,البيضاء,250,850000
6107,طويق,250,1150000
6108,النرجس,500,5400000
6109,بدر,275,900000
6110,بدر,230,850000
6111,العارض,313,2200000
6112,بدر,375,1370000
6113,البيضاء,450,1000000
6114,القادسية,390,2200000
6115,الرمال,700,2500000
6116,اليرموك,312,1400000
6117,الرمال,300,1400000
6118,الحمراء,618,4500000
6119,طويق,300,1170000
6120,لبن,200,1300000
6121,الرفيعة,1800,15000000
6122,طويق,270,1220000
6123,الرمال,490,50000
6124,عكاظ,262,980000
6125,الخليج,625,1350000
6126,اليرموك,750,4000000
6127,عكاظ,308,1080000
6128,طويق,300,1200000
6129,طويق,440,1300000
6130,الشرقي,280,1200000
6131,العارض,350,5500000
6132,بدر,315,950000
6133,السويدي,244,1350000
6134,طيبة,240,840000
6135,النرجس,370,2800000
6136,العزيزية,300,1190000
6137,الشرق,280,1350000
6138,عكاظ,300,970000
6139,الرمال,313,1700000
6140,الدولي,215,1050000
6141,عكاظ,300,1100000
6142,الملقا,405,4500000
6143,طويق,300,1220000
6144,الملقا,375,4000000
6145,البيضاء,275,1070000
6146,الغربية,200,1000000
6147,الرحمانية,171,1700000
6148,الصحافة,300,3200000
6149,طويق,200,950000
6150,نمار,316,1500000
6151,طويق,200,930000
6152,العزيزية,250,850000
6153,الربوة,625,2000000
6154,الرمال,400,1800000
6155,البيضاء,230,870000
6156,العزيزية,250,850000
6157,طويق,266,1100000
6158,بدر,271,970000
6159,الرمال,243,1150000
6160,النرجس,312,2900000
6161,الغربية,200,950000
6162,طويق,300,1200000
6163,الملز,611,1500000
6164,الرفيعة,1800,15000000
6165,الملقا,405,4500000
6166,المونسية,288,2050000
6167,الرائد,420,5500000
6168,السويدي,575,1100000
6169,طيبة,230,840000
6170,الازدهار,1300,5000000
6171,الشرق,437,1750000
6172,بدر,275,900000
6173,طويق,292,1350000
6174,الملقا,600,6200000
6175,النهضة,380,1850000
6176,طويق,250,1250000
6177,طويق,300,1250000
6178,الياسمين,325,2500000
6179,طويق,360,1500000
6180,الحزم,375,1580000
6181,طويق,250,1100000
6182,لبن,400,1400000
6183,النظيم,230,820000
6184,طويق,200,900000
6185,الياسمين,360,3250000
6186,الملقا,405,4500000
6187,الرفيعة,1800,15000000
6188,طيبة,277,800000
6189,عكاظ,324,1220000
6190,المونسية,264,1850000
6191,المهدية,340,1650000
6192,الشرق,354,1550000
6193,العارض,312,2200000
6194,العارض,392,3000000
6195,طويق,240,1050000
6196,النرجس,300,3000000
6197,الرمال,240,1150000
6198,العارض,351,3000000
6199,المونسية,300,2250000
6200,الرمال,300,1300000
6201,طويق,300,1100000
6202,لبن,250,1300000
6203,الرمال,300,1250000
6204,بدر,375,1350000
6205,طويق,300,1180000
6206,لبن,200,970000
6207,عكاظ,300,1050000
6208,الملقا,405,4500000
6209,لبن,200,1300000
6210,الرمال,315,1300000
6211,النخيل,310,3300000
6212,شبرا,506,1450000
6213,القادسية,780,3900000
6214,الاندلس,365,2600000
6215,اشبيلية,300,1850000
6216,الدولي,300,1450000
6217,العزيزية,325,1350000
6218,المهدية,270,1400000
6219,العارض,260,2100000
6220,المحمدية,350,3500000
6221,القيروان,319,3380000
6222,الشفا,360,1250000
6223,طويق,375,1050000
6224,الرمال,500,1800000
6225,طويق,250,1250000
6226,المهدية,200,1450000
6227,المونسية,300,1950000
6228,الرمال,360,1950000
6229,طويق,405,1230000
6230,لبن,200,1300000
6231,الملقا,405,4500000
6232,طويق,300,1200000
6233,الرمال,240,1500000
6234,الرمال,405,2000000
6235,النرجس,324,2750000
6236,طويق,390,1650000
6237,طويق,380,1560000
6238,بدر,230,1000000
6239,الشرق,337,1350000
6240,العارض,275,1850000
6241,المهدية,300,1900000
6242,بدر,230,850000
6243,طويق,375,1550000
6244,طويق,300,1300000
6245,الحزم,310,710000
6246,المهدية,270,1400000
6247,البيضاء,272,1100000
6248,طويق,300,1180000
6249,اليرموك,300,1950000
6250,الياسمين,375,3900000
6251,طويق,375,1600000
6252,الرفيعة,1800,15000000
6253,الرمال,300,1350000
6254,نمار,300,1350000
6255,الرمال,315,1330000
6256,طويق,375,1570000
6257,الياسمين,364,3400000
6258,طويق,375,1180000
6259,البيضاء,370,900000
6260,طويق,250,1150000
6261,بدر,230,850000
6262,البيضاء,360,1230000
6263,عكاظ,202,900000
6264,الرمال,300,1350000
6265,الدولي,285,1500000
6266,الحمراء,618,4500000
6267,الرمال,294,1330000
6268,الزهرة,250,750000
6269,عكاظ,300,1120000
6270,الرمال,264,1280000
6271,المهدية,200,1430000
6272,الرمال,334,1750000
6273,طويق,300,1100000
6274,طويق,300,1220000
6275,الرمال,300,1350000
6276,الرمال,375,1650000
6277,عكاظ,325,1095000
6278,العارض,315,2600000
6279,الرمال,300,1500000
6280,العارض,420,2550000
6281,نمار,450,2000000
6282,بدر,250,970000
6283,بدر,300,1080000
6284,طويق,300,1130000
6285,عكاظ,300,950000
6286,المونسية,200,1580000
6287,بدر,250,950000
6288,طويق,300,1150000
6289,النرجس,360,3300000
6290,لبن,450,2300000
6291,الرمال,360,1500000
6292,الرمال,204,1200000
6293,العارض,351,2350000
6294,المونسية,435,1850000
