,district,home_size,home_price
3702,عكاظ,300,1080000
3703,الرمال,312,1750000
3704,الحزم,240,970000
3705,عتيقة,255,550000
3706,النرجس,312,3000000
3707,المونسية,288,2100000
3708,نمار,450,1800000
3709,الرمال,250,1200000
3710,المصيف,750,3000000
3711,الرمال,250,1130000
3712,طويق,350,1550000
3713,الرفيعة,1800,15000000
3714,لبن,200,1300000
3715,بدر,222,920000
3716,العارض,400,3200000
3717,الرمال,700,2600000
3718,المهدية,200,1250000
3719,الرمال,334,1650000
3720,النهضة,1500,4500000
3721,اليرموك,312,1850000
3722,الغدير,450,4000000
3723,طويق,200,950000
3724,القادسية,375,1450000
3725,المنصورية,254,880000
3726,طويق,375,1350000
3727,النرجس,300,2700000
3728,طويق,200,980000
3729,السويدي,230,670000
3730,البيضاء,220,830000
3731,الحزم,337,1200000
3732,المونسية,264,1900000
3733,العارض,392,2900000
3734,الرمال,300,1350000
3735,الملقا,405,4500000
3736,الرمال,360,1450000
3737,المونسية,300,2100000
3738,الرمال,289,1300000
3739,بدر,340,1150000
3740,الحزم,400,1150000
3741,طويق,202,822000
3742,العارض,440,3500000
3743,نمار,316,1470000
3744,عكاظ,310,1080000
3745,المونسية,240,1850000
3746,عكاظ,300,960000
3747,طويق,240,1050000
3748,طويق,314,1100000
3749,الرمال,700,2800000
3750,بدر,230,900000
3751,بدر,230,900000
3752,المونسية,435,1750000
3753,الرمال,250,1200000
3754,القيروان,250,1700000
3755,لبن,200,1300000
3756,طويق,300,1220000
3757,الشفا,300,1130000
3758,طويق,250,1250000
3759,الرمال,444,1650000
3760,طويق,375,1050000
3761,النرجس,293,3300000
3762,طويق,300,1120000
3763,طويق,250,1120000
3764,العارض,220,2000000
3765,الملقا,525,5750000
3766,البديعة,525,1100000
3767,الصحافة,414,2900000
3768,الغربي,400,900000
3769,لبن,360,1850000
3770,النرجس,312,2400000
3771,الازدهار,675,3500000
3772,لبن,200,1200000
3773,نمار,250,1250000
3774,العارض,392,2900000
3775,عكاظ,400,1200000
3776,المونسية,336,1750000
3777,الرمال,300,1350000
3778,الرفيعة,1800,15000000
3779,عكاظ,352,1000000
3780,بدر,250,1100000
3781,عكاظ,277,1150000
3782,الرمال,350,1600000
3783,العارض,220,2000050
3784,العزيزية,250,850000
3785,النخيل,1200,9600000
3786,الرمال,343,1550000
3787,طويق,260,1130000
3788,الوسطى,200,1000000
3789,فيصل,312,2200000
3790,بدر,300,1180000
3791,المونسية,288,1950000
3792,طيبة,350,800000
3793,السويدي,230,830000
3794,احد,234,1200000
3795,الحزم,240,1120000
3796,الحزم,300,720000
3797,الغربي,313,1300000
3798,بدر,315,630000
3799,الرفيعة,1800,15000000
3800,الملقا,405,4500000
3801,قرطبة,312,2650000
3802,بدر,274,920000
3803,بدر,390,1280000
3804,طويق,240,1000000
3805,لبن,200,1250000
3806,النرجس,1162,6500000
3807,العزيزية,360,1200000
3808,المهدية,600,2400000
3809,طويق,400,1600000
3810,قرطبة,390,2500000
3811,طويق,200,1000000
3812,عكاظ,235,1000000
3813,طيبة,252,850000
3814,الملقا,734,8500000
3815,العارض,540,4300000
3816,المهدية,200,1250000
3817,الحزم,375,1650000
3818,المهدية,200,1250000
3819,طويق,200,970000
3820,المهدية,375,1200000
3821,لبن,200,1300000
3822,طويق,300,1220000
3823,البيضاء,230,850000
3824,السويدي,250,810000
3825,البديعة,525,1300000
3826,طويق,300,1150000
3827,القيروان,294,2400000
3828,بدر,235,950000
3829,طويق,200,950000
3830,اليرموك,400,2400000
3831,الحزم,312,1270000
3832,النرجس,300,2300000
3833,ديراب,420,1450000
3834,بدر,275,900000
3835,الرمال,300,1800000
3836,طويق,300,1180000
3837,طويق,200,1000000
3838,طويق,360,1180000
3839,الرمال,3000,150000
3840,طويق,365,1130000
3841,طيبة,295,1030000
3842,عكاظ,327,1096000
3843,لبن,200,1300000
3844,الملقا,405,4500000
3845,عرقة,525,4500000
3846,قرطبة,490,2850000
3847,الحزم,280,1400000
3848,القيروان,450,2600000
3849,الخالدية,625,800000
3850,بدر,366,1100000
3851,عكاظ,303,1050000
3852,المهدية,200,1250000
3853,طويق,350,1100000
3854,المصيف,810,3500000
3855,الرمال,336,1500000
3856,المونسية,380,2500000
3857,العارض,420,2700000
3858,العارض,420,3250000
3859,اليرموك,200,1500000
3860,البيضاء,242,930000
3861,عكاظ,360,1280000
3862,الرمال,262,1300000
3863,المهدية,200,1300000
3864,الرمال,300,1300000
3865,الرفيعة,1800,15000000
3866,الرمال,300,1350000
3867,العارض,216,2200000
3868,طويق,360,1450000
3869,قرطبة,420,3300000
3870,لبن,400,1900000
3871,المهدية,250,1350000
3872,البيضاء,375,730000
3873,الرمال,312,1750000
3874,طويق,300,1200000
3875,بدر,300,870000
3876,طيبة,269,860000
3877,طويق,350,1270000
3878,عكاظ,300,990000
3879,طويق,200,960000
3880,طويق,360,1450000
3881,طويق,250,1250000
3882,الرمال,375,1900000
3883,بدر,352,1180000
3884,الدريهمية,235,1080000
3885,طويق,220,1070000
3886,نمار,200,1100000
3887,لبن,200,1300000
3888,الرمال,300,1350000
3889,بدر,290,940000
3890,طويق,250,1170000
3891,طويق,300,1200000
3892,النرجس,500,5400000
3893,البيان,360,1450000
3894,الرمال,390,1680000
3895,الرمال,300,1300000
3896,طويق,375,1600000
3897,العارض,392,2900000
3898,القيروان,364,3100000
3899,طويق,200,950000
3900,الرمال,495,1890000
3901,العزيزية,500,1500000
3902,العريجاء,529,2000000
3903,نمار,337,1550000
3904,الاندلس,375,2350000
3905,قرطبة,220,2150000
3906,الجنادرية,276,1350000
3907,النرجس,300,2700000
3908,الرفيعة,1800,15000000
3909,الملقا,405,4500000
3910,الرمال,360,1900000
3911,عكاظ,300,950000
3912,طويق,450,1350000
3913,عكاظ,300,1100000
3914,المونسية,312,1800000
3915,طويق,300,980000
3916,طويق,365,1120000
3917,عكاظ,240,1050000
3918,المونسية,300,2250000
3919,طويق,375,1120000
3920,الرحمانية,1800,13000000
3921,الرمال,228,1480000
3922,النرجس,312,3000000
3923,طويق,255,1350000
3924,لبن,600,2300000
3925,اليرموك,567,2000000
3926,النهضة,450,1830000
3927,النرجس,312,2500000
3928,الرمال,315,1330000
3929,المهدية,200,1350000
3930,الرفيعة,1800,15000000
3931,طويق,300,1220000
3932,الغربية,400,850000
3933,الرمال,240,1150000
3934,طويق,250,1150000
3935,نمار,450,2000000
3936,الغربي,312,800000
3937,الغربية,250,1090000
3938,الرمال,390,1900000
3939,النرجس,510,4500000
3940,الوسطى,210,1200000
3941,طويق,250,1050000
3942,عكاظ,210,900000
3943,طويق,250,1150000
3944,العارض,280,1700000
3945,بدر,300,1000000
3946,طويق,300,1200000
3947,عكاظ,300,1000000
3948,عكاظ,300,1050000
3949,النظيم,282,1100000
3950,بدر,230,850000
3951,طويق,300,1130000
3952,الرفيعة,1800,15000000
3953,لبن,200,1300000
3954,الرمال,300,1450000
3955,السويدي,414,1290000
3956,الرمال,300,1350000
3957,لبن,200,1330000
3958,العزيزية,230,820000
3959,الرمال,281,1300000
3960,عكاظ,327,1090000
3961,طويق,300,1100000
3962,الملقا,375,3600000
3963,طويق,375,1500000
3964,العزيزية,300,750000
3965,بدر,320,1200000
3966,طويق,300,1250000
3967,الرمال,350,1350000
3968,العليا,420,2800000
3969,المونسية,300,1950000
3970,اليرموك,325,1200000
3971,بدر,750,1350000
3972,ديراب,225,930000
3973,الملقا,405,4500000
3974,لبن,200,1300000
3975,العزيزية,250,1000000
3976,الغربية,300,1050000
3977,البيضاء,900,3300000
3978,اشبيلية,500,2200000
3979,طويق,360,1550000
3980,البيضاء,375,720000
3981,طويق,360,1050000
3982,المهدية,200,1300000
3983,حطين,428,4200000
3984,البيضاء,450,750000
3985,نمار,300,1350000
3986,المهدية,375,2100000
3987,الرمال,491,1900000
3988,العقيق,412,4500000
3989,بدر,230,930000
3990,الوسطى,200,1100000
3991,العزيزية,240,950000
3992,الرمال,240,1120000
3993,لبن,200,1250000
3994,الغربية,200,930000
3995,الرفيعة,1800,15000000
3996,الملقا,405,4500000
3997,البيضاء,240,1050000
3998,عكاظ,247,1070000
3999,البيضاء,395,1050000
4000,النرجس,420,3500000
4001,ديراب,250,1100000
4002,طويق,375,1500000
4003,طويق,300,1170000
4004,المونسية,250,1700000
4005,الرمال,300,1400000
4006,البيضاء,385,1120000
4007,الرمال,288,1350000
4008,العزيزية,250,850000
4009,النرجس,336,2900000
4010,حطين,2280,15000000
4011,الرمال,300,1380000
4012,العزيزية,200,950000
4013,طويق,250,1220000
4014,المونسية,250,1750000
4015,الندوة,720,2650000
4016,الرمال,375,1850000
4017,الرفيعة,1800,15000000
4018,طويق,300,1220000
4019,المهدية,425,2300000
4020,الرمال,375,1850000
4021,الرمال,300,1450000
4022,النفل,670,3400000
4023,الحزم,300,1150000
4024,البيان,444,1650000
4025,طويق,250,1100000
4026,الروضة,700,2000000
4027,بدر,420,1320000
4028,الحزم,280,1100000
4029,الرمال,300,1500000
4030,طويق,250,1250000
4031,بدر,300,930000
4032,طويق,420,840000
4033,طويق,400,1350000
4034,النرجس,312,3000000
4035,الرمال,500,2000000
4036,طيبة,232,830000
4037,الوادي,480,1700000
4038,الشفا,312,1200000
4039,الملقا,405,4500000
4040,لبن,200,1300000
4041,الرمال,315,1320000
4042,عكاظ,300,1070000
4043,لبن,250,1250000
4044,الرمال,312,1580000
4045,السعادة,253,1550000
4046,العارض,400,3200000
4047,الحزم,281,1150000
4048,العارض,270,2200000
4049,المهدية,352,1600000
4050,طويق,312,1430000
4051,بدر,262,900000
4052,الرمال,300,1350000
4053,الربوة,625,1950000
4054,طويق,250,1150000
4055,الرمال,507,1900000
4056,طويق,316,1130000
4057,طويق,375,1300000
4058,طويق,375,1250000
4059,العارض,225,1900000
4060,الملقا,405,4500000
4061,الرفيعة,1800,15000000
4062,طويق,200,1000000
4063,نمار,640,920000
4064,طويق,200,1050000
4065,الرمال,288,1280000
4066,لبن,900,2600000
4067,الخليج,420,2300000
4068,طويق,260,1250000
4069,طويق,250,1160000
4070,طويق,300,1270000
4071,طويق,250,1250000
4072,البيان,430,1800000
4073,عكاظ,277,1200000
4074,طويق,300,1150000
4075,أحد,306,1300000
4076,حطين,700,7000000
4077,عكاظ,300,1000000
4078,طويق,200,930000
4079,الرمال,312,1750000
4080,الرمال,324,1600000
4081,المهدية,352,1650000
4082,الرفيعة,1800,15000000
4083,لبن,200,1300000
4084,الرمال,300,1350000
4085,طويق,220,1150000
4086,بدر,375,1280000
4087,بدر,300,1030000
4088,بدر,300,900000
4089,العارض,420,2500000
4090,الوسطى,400,800000
4091,الملقا,360,4500000
4092,طويق,360,1450000
4093,الرمال,250,1050000
4094,العزيزية,250,1100000
4095,الرمال,350,1600000
4096,الدولي,250,1150000
4097,نمار,300,1500000
4098,طويق,375,1050000
4099,البيان,402,1350000
4100,بدر,250,850000
4101,البيضاء,625,1200000
4102,نمار,200,850000
4103,طويق,450,1400000
4104,الرفيعة,1800,15000000
4105,الرمال,300,1350000
4106,الشرقي,360,1300000
4107,الغربية,200,980000
4108,عكاظ,360,1300000
4109,الرمال,300,1300000
4110,طويق,300,1270000
4111,طويق,250,1200000
4112,البيضاء,375,1270000
4113,طويق,365,1500000
4114,السلام,525,1500000
4115,طويق,300,1170000
4116,البيضاء,234,880000
4117,طويق,240,1020000
4118,الملقا,600,6200000
4119,الرمال,390,1850000
4120,النهضة,375,750000
4121,الملقا,699,9000000
4122,طويق,250,1100000
4123,طويق,300,1270000
4124,البيضاء,250,700000
4125,طويق,250,1150000
4126,طويق,300,1220000
4127,الملقا,405,4500000
4128,الحمراء,618,3850000
4129,طويق,300,1280000
4130,العارض,400,3200000
4131,الرمال,312,1750000
4132,طويق,375,1500000
4133,الورود,550,2600000
4134,بدر,230,850000
4135,النرجس,210,2100000
4136,الرمال,375,2000000
4137,عكاظ,303,1050000
4138,بدر,230,850000
4139,الرمال,300,1350000
4140,الرمال,280,1700000
4141,المهدية,280,1500000
4142,طويق,360,1450000
4143,عكاظ,250,1100000
4144,عكاظ,250,1050000
4145,البيضاء,253,1000000
4146,الرمال,350,1350000
4147,البيضاء,325,1175000
4148,الرمال,300,1350000
4149,طويق,300,1220000
4150,طويق,375,1060000
4151,الشرقي,506,1690000
4152,الشرق,237,1250000
4153,طويق,300,1250000
4154,طويق,300,1170000
4155,طويق,200,980000
4156,المهدية,270,1450000
4157,نمار,300,1350000
4158,طيبة,312,920000
4159,عكاظ,304,1050000
4160,السعادة,318,1650000
4161,ديراب,220,930000
4162,العزيزية,220,820000
4163,طويق,270,1350000
4164,العارض,260,2200000
4165,الرمال,204,1250000
4166,الدولي,250,1430000
4167,طويق,300,1150000
4168,الشرق,300,1350000
4169,عكاظ,363,1050000
4170,الرفيعة,1800,15000000
4171,طويق,300,1220000
4172,طويق,200,920000
4173,طويق,360,1200000
4174,السليمانية,308,1500000
4175,السعادة,250,1500000
4176,طيبة,243,870000
4177,طويق,300,1300000
4178,عكاظ,300,1200000
4179,قرطبة,420,3600000
4180,البيضاء,225,930000
4181,عكاظ,360,1300000
4182,عكاظ,324,1000000
4183,طويق,300,1170000
4184,البيضاء,280,900000
4185,طويق,250,1000000
4186,الرمال,312,1900000
4187,طويق,360,1500000
4188,العزيزية,273,980000
4189,بدر,330,1130000
4190,عكاظ,300,1100000
4191,ديراب,200,850000
4192,طويق,300,1220000
4193,الرفيعة,1800,15000000
4194,المونسية,312,1950000
4195,عكاظ,360,1300000
4196,الرمال,312,1800000
4197,عكاظ,300,1070000
4198,الرمال,360,1800000
4199,القادسية,204,1150000
4200,بدر,330,1050000
4201,الرمال,300,1400000
4202,طويق,270,1270000
4203,الرمال,300,1300000
4204,الربوة,1902,7500000
4205,العارض,348,2900000
4206,طويق,375,1650000
4207,طويق,300,1200000
4208,النرجس,325,3000000
4209,الرمال,271,1250000
4210,ديراب,375,1350000
4211,نمار,300,1400000
4212,المونسية,375,2500000
4213,الملقا,405,4500000
4214,لبن,200,1300000
4215,بدر,412,950000
4216,الرمال,400,1500000
4217,النخيل,1200,9750000
4218,العزيزية,267,850000
4219,الرمال,281,1280000
4220,المونسية,375,2250000
4221,الحزم,375,1550000
4222,طويق,250,1300000
4223,قرطبة,375,2000000
4224,الرمال,300,1350000
4225,طويق,270,1300000
4226,طيبة,240,800000
4227,العارض,392,2900000
4228,السعادة,375,1800000
4229,الحزم,300,1250000
4230,لبن,200,1250000
4231,بدر,315,1030000
4232,طويق,557,1650000
4233,طويق,400,70000
4234,طويق,390,1550000
4235,الرفيعة,1800,15000000
4236,لبن,200,1300000
4237,النرجس,325,3200000
4238,طويق,200,1000000
4239,طويق,360,1740000
4240,طويق,255,1100000
4241,طويق,200,950000
4242,الحزم,300,1050000
4243,طويق,200,1000000
4244,طيبة,265,840000
4245,الرمال,240,1130000
4246,فيصل,315,2100000
4247,السعادة,400,1800000
4248,الشرق,360,1400000
4249,طويق,300,1320000
4250,المونسية,275,1750000
4251,طويق,200,950000
4252,عكاظ,300,1050000
4253,الجنادرية,325,1370000
4254,المهدية,224,1300000
4255,الدولي,300,1260000
4256,الرمال,300,1350000
4257,طويق,300,1220000
